EmployeeNumber,Surname,GivenName,FullName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,Agegroup,LengthService,lengthofservicecategory,AbsentHours,AbsentCategory,AbsentDays,BusinessUnit
170,Tobin,Sonia,Tobin Sonia,Female,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,43,Middle Aged,14,Level 3,0,Not Absent,0,HeadOffice
171,Wood,Denise,Wood Denise,Female,Logan Lake,Baker,Bakery,Kamloops,Stores,30,Adult,5,Level 1,0,Not Absent,0,Stores
172,Guajardo,Cynthia,Guajardo Cynthia,Female,Summerland,Baker,Bakery,Kelowna,Stores,43,Middle Aged,1,Level 1,83,Absent Category 3,3,Stores
173,Marshall,Caroline,Marshall Caroline,Female,Victoria,Baker,Bakery,Victoria,Stores,49,Middle Aged,5,Level 1,121,Absent Category 4,5,Stores
174,Ray,James,Ray James,Male,Prince George,Baker,Bakery,Prince George,Stores,38,Adult,4,Level 1,34,Absent Category 1,1,Stores
175,Baum,Stephanie,Baum Stephanie,Female,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,46,Middle Aged,14,Level 3,69,Absent Category 2,3,HeadOffice
176,Dubin,Joesph,Dubin Joesph,Male,Kelowna,Baker,Bakery,Kelowna,Stores,44,Middle Aged,4,Level 1,56,Absent Category 2,2,Stores
177,Giles,Sarah,Giles Sarah,Female,New Westminster,Baker,Bakery,New Westminster,Stores,44,Middle Aged,5,Level 1,61,Absent Category 2,3,Stores
178,Layman,Angelica,Layman Angelica,Female,Victoria,Baker,Bakery,Victoria,Stores,43,Middle Aged,6,Level 2,60,Absent Category 2,3,Stores
179,Martin,Michaela,Martin Michaela,Female,Victoria,Baker,Bakery,Victoria,Stores,44,Middle Aged,1,Level 1,66,Absent Category 2,3,Stores
180,Williams,Michael,Williams Michael,Male,North Vancouver,Baker,Bakery,North Vancouver,Stores,46,Middle Aged,4,Level 1,72,Absent Category 2,3,Stores
181,Hoyt,Arnold,Hoyt Arnold,Male,West Vancouver,Baker,Bakery,West Vancouver,Stores,38,Adult,7,Level 2,34,Absent Category 1,1,Stores
182,Belliveau,Tina,Belliveau Tina,Female,Victoria,Baker,Bakery,Victoria,Stores,33,Adult,4,Level 1,47,Absent Category 2,2,Stores
183,Hoffman,Marvin,Hoffman Marvin,Male,Langley,Baker,Bakery,Langley,Stores,40,Middle Aged,3,Level 1,40,Absent Category 2,2,Stores
184,Slavin,Paul,Slavin Paul,Male,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,38,Adult,5,Level 1,29,Absent Category 1,1,Stores
185,Rosenfeld,Mary,Rosenfeld Mary,Female,Victoria,Baker,Bakery,Victoria,Stores,42,Middle Aged,2,Level 1,44,Absent Category 2,2,Stores
186,Bryan,Larry,Bryan Larry,Male,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,45,Middle Aged,13,Level 3,48,Absent Category 2,2,HeadOffice
187,Hines,Oswaldo,Hines Oswaldo,Male,Kamloops,Baker,Bakery,Kamloops,Stores,34,Adult,4,Level 1,0,Not Absent,0,Stores
188,Finley,Anna,Finley Anna,Female,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,49,Middle Aged,1,Level 1,122,Absent Category 4,5,HeadOffice
189,McCaffery,Francis,McCaffery Francis,Male,Victoria,Baker,Bakery,Victoria,Stores,35,Adult,5,Level 1,31,Absent Category 1,1,Stores
190,Ditch,Diana,Ditch Diana,Female,New Westminster,Baker,Bakery,New Westminster,Stores,54,Elderly,5,Level 1,79,Absent Category 2,3,Stores
191,Foster,Bonnie,Foster Bonnie,Female,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,44,Middle Aged,26,Level 6,39,Absent Category 1,2,HeadOffice
192,Mitchell,Mary,Mitchell Mary,Female,Chilliwack,Baker,Bakery,Chilliwack,Stores,19,Young Adult,4,Level 1,0,Not Absent,0,Stores
193,Peterson,Brenda,Peterson Brenda,Female,Huntingdon,Baker,Bakery,Abbotsford,Stores,47,Middle Aged,5,Level 1,45,Absent Category 2,2,Stores
194,Stokley,George,Stokley George,Male,Nelson,Baker,Bakery,Nelson,Stores,45,Middle Aged,4,Level 1,93,Absent Category 3,4,Stores
195,Hauser,Harold,Hauser Harold,Male,Burnaby,Baker,Bakery,Burnaby,Stores,49,Middle Aged,6,Level 2,97,Absent Category 3,4,Stores
196,Russell,James,Russell James,Male,Nanaimo,Baker,Bakery,Nanaimo,Stores,51,Elderly,1,Level 1,72,Absent Category 2,3,Stores
197,Mott,Daniel,Mott Daniel,Male,Yale,Baker,Bakery,Chilliwack,Stores,59,Elderly,3,Level 1,109,Absent Category 3,5,Stores
198,Fernandez,Michael,Fernandez Michael,Male,Aiyansh,Baker,Bakery,Terrace,Stores,36,Adult,4,Level 1,13,Absent Category 1,1,Stores
199,Burton,Norman,Burton Norman,Male,Richmond,Baker,Bakery,Richmond,Stores,51,Elderly,4,Level 1,34,Absent Category 1,1,Stores
200,Forrest,Tamara,Forrest Tamara,Female,Penticton,Baker,Bakery,Kelowna,Stores,57,Elderly,6,Level 2,155,Absent Category 4,6,Stores
201,Britt,Robert,Britt Robert,Male,Richmond,Baker,Bakery,Richmond,Stores,53,Elderly,5,Level 1,90,Absent Category 3,4,Stores
202,Bennett,Jimmy,Bennett Jimmy,Male,Victoria,Baker,Bakery,Victoria,Stores,52,Elderly,4,Level 1,113,Absent Category 3,5,Stores
203,Watkins,Caitlin,Watkins Caitlin,Female,Haney,Baker,Bakery,Haney,Stores,52,Elderly,4,Level 1,107,Absent Category 3,4,Stores
204,Wann,Amy,Wann Amy,Female,New Westminster,Baker,Bakery,New Westminster,Stores,35,Adult,6,Level 2,12,Absent Category 1,1,Stores
205,Roberson,Dennis,Roberson Dennis,Male,Kamloops,Baker,Bakery,Kamloops,Stores,53,Elderly,4,Level 1,84,Absent Category 3,4,Stores
206,Moore,Francis,Moore Francis,Male,Surrey,Baker,Bakery,Surrey,Stores,44,Middle Aged,5,Level 1,66,Absent Category 2,3,Stores
207,Johnson,Philip,Johnson Philip,Male,Richmond,Baker,Bakery,Richmond,Stores,41,Middle Aged,5,Level 1,0,Not Absent,0,Stores
208,Parker,Karen,Parker Karen,Female,Nelson,Baker,Bakery,Nelson,Stores,19,Young Adult,4,Level 1,0,Not Absent,0,Stores
209,Skipper,Maria,Skipper Maria,Female,Bowen Island,Auditor,Audit,Vancouver,FinanceAndAccounting,58,Elderly,19,Level 4,73,Absent Category 2,3,HeadOffice
210,Klein,Jennifer,Klein Jennifer,Female,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,53,Elderly,35,Level 6,0,Not Absent,0,HeadOffice
211,Vaughn,Robert,Vaughn Robert,Male,Fort Langley,Baker,Bakery,Langley,Stores,33,Adult,5,Level 1,0,Not Absent,0,Stores
212,Anthony,Juan,Anthony Juan,Male,Clinton,Baker,Bakery,Kamloops,Stores,36,Adult,5,Level 1,34,Absent Category 1,1,Stores
213,Lavalley,Glen,Lavalley Glen,Male,Prince George,Baker,Bakery,Prince George,Stores,45,Middle Aged,5,Level 1,62,Absent Category 2,3,Stores
214,Bryant,Minerva,Bryant Minerva,Female,Cassiar,Baker,Bakery,Terrace,Stores,13,Young Adult,3,Level 1,0,Not Absent,0,Stores
215,Elmore,Alfred,Elmore Alfred,Male,Victoria,Baker,Bakery,Victoria,Stores,54,Elderly,4,Level 1,111,Absent Category 3,5,Stores
216,Johnson,Billy,Johnson Billy,Male,Surrey,Baker,Bakery,Surrey,Stores,60,Aged,2,Level 1,175,Absent Category 5,7,Stores
217,Ceaser,Mary,Ceaser Mary,Female,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,37,Adult,19,Level 4,47,Absent Category 2,2,HeadOffice
218,Collier,Steven,Collier Steven,Male,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,45,Middle Aged,11,Level 3,42,Absent Category 2,2,HeadOffice
219,Aaron,Michael,Aaron Michael,Male,Victoria,Baker,Bakery,Victoria,Stores,44,Middle Aged,6,Level 2,95,Absent Category 3,4,Stores
220,Moultrie,Kevin,Moultrie Kevin,Male,Victoria,Baker,Bakery,Victoria,Stores,45,Middle Aged,5,Level 1,22,Absent Category 1,1,Stores
221,Witt,Melissa,Witt Melissa,Female,Kelowna,Baker,Bakery,Kelowna,Stores,37,Adult,6,Level 2,59,Absent Category 2,2,Stores
222,Duvall,Gina,Duvall Gina,Female,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,50,Elderly,13,Level 3,57,Absent Category 2,2,HeadOffice
223,Willard,Jeffrey,Willard Jeffrey,Male,Surrey,Baker,Bakery,Surrey,Stores,43,Middle Aged,2,Level 1,45,Absent Category 2,2,Stores
224,Jacobs,Thomas,Jacobs Thomas,Male,Victoria,Baker,Bakery,Victoria,Stores,35,Adult,6,Level 2,51,Absent Category 2,2,Stores
225,Lopes,Larry,Lopes Larry,Male,Pender Harbour,Baker,Bakery,Victoria,Stores,45,Middle Aged,5,Level 1,62,Absent Category 2,3,Stores
226,Wolfram,Betty,Wolfram Betty,Female,New Westminster,Baker,Bakery,New Westminster,Stores,40,Middle Aged,7,Level 2,16,Absent Category 1,1,Stores
227,Dunn,Heather,Dunn Heather,Female,Kamloops,Baker,Bakery,Kamloops,Stores,48,Middle Aged,2,Level 1,85,Absent Category 3,4,Stores
228,Kroon,Brent,Kroon Brent,Male,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,44,Middle Aged,26,Level 6,0,Not Absent,0,HeadOffice
229,Finke,Michael,Finke Michael,Male,Victoria,Baker,Bakery,Victoria,Stores,42,Middle Aged,4,Level 1,40,Absent Category 2,2,Stores
230,Hulett,Florence,Hulett Florence,Female,Parksville,Baker,Bakery,Nanaimo,Stores,44,Middle Aged,6,Level 2,57,Absent Category 2,2,Stores
231,Ponce,Melanie,Ponce Melanie,Female,Kamloops,Baker,Bakery,Kamloops,Stores,37,Adult,7,Level 2,38,Absent Category 1,2,Stores
232,Ellis,Jeri,Ellis Jeri,Female,Quesnel,Baker,Bakery,Quesnel,Stores,42,Middle Aged,4,Level 1,119,Absent Category 3,5,Stores
233,Cox,Conrad,Cox Conrad,Male,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,39,Adult,15,Level 3,29,Absent Category 1,1,HeadOffice
234,Smith,Raymond,Smith Raymond,Male,New Westminster,Baker,Bakery,New Westminster,Stores,43,Middle Aged,6,Level 2,73,Absent Category 2,3,Stores
235,Banks,Ryan,Banks Ryan,Male,New Westminster,Baker,Bakery,New Westminster,Stores,48,Middle Aged,5,Level 1,87,Absent Category 3,4,Stores
236,Kendall,Bernadette,Kendall Bernadette,Female,Richmond,Baker,Bakery,Richmond,Stores,45,Middle Aged,6,Level 2,107,Absent Category 3,4,Stores
237,Fernandez,Brian,Fernandez Brian,Male,West Vancouver,Baker,Bakery,West Vancouver,Stores,35,Adult,6,Level 2,0,Not Absent,0,Stores
238,Labrie,Vicky,Labrie Vicky,Female,Mcleese Lake,Baker,Bakery,Williams Lake,Stores,52,Elderly,5,Level 1,108,Absent Category 3,5,Stores
239,Ash,Christopher,Ash Christopher,Male,Surrey,Baker,Bakery,Surrey,Stores,43,Middle Aged,3,Level 1,11,Absent Category 1,0,Stores
240,Salisbury,Susan,Salisbury Susan,Female,Fort St John,Baker,Bakery,Fort St John,Stores,38,Adult,2,Level 1,32,Absent Category 1,1,Stores
241,Healy,Ann,Healy Ann,Female,Campbell River,Baker,Bakery,Nanaimo,Stores,51,Elderly,7,Level 2,131,Absent Category 4,5,Stores
242,Blake,Edward,Blake Edward,Male,West Vancouver,Baker,Bakery,West Vancouver,Stores,54,Elderly,6,Level 2,124,Absent Category 4,5,Stores
243,Vega,Yoshiko,Vega Yoshiko,Female,Wells,Baker,Bakery,Kamloops,Stores,29,Young Adult,2,Level 1,21,Absent Category 1,1,Stores
244,Hamlin,Francis,Hamlin Francis,Female,New Westminister,Baker,Bakery,New Westminister,Stores,56,Elderly,5,Level 1,174,Absent Category 5,7,Stores
245,Adams,Andre,Adams Andre,Male,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,43,Middle Aged,8,Level 2,21,Absent Category 1,1,Stores
246,Carruth,Mary,Carruth Mary,Female,Manning Park,Baker,Bakery,Chilliwack,Stores,38,Adult,3,Level 1,48,Absent Category 2,2,Stores
247,Turner,Robert,Turner Robert,Male,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,38,Adult,5,Level 1,31,Absent Category 1,1,Stores
248,Norris,Kristin,Norris Kristin,Female,Decker Lake,Baker,Bakery,Prince George,Stores,36,Adult,7,Level 2,28,Absent Category 1,1,Stores
249,Wiley,Mary,Wiley Mary,Female,Salmon Arm,Baker,Bakery,Kamloops,Stores,55,Elderly,6,Level 2,152,Absent Category 4,6,Stores
250,Francis,Jocelyn,Francis Jocelyn,Female,Victoria,Baker,Bakery,Victoria,Stores,45,Middle Aged,5,Level 1,40,Absent Category 2,2,Stores
251,Goff,Phillip,Goff Phillip,Male,Burnaby,Baker,Bakery,Burnaby,Stores,56,Elderly,7,Level 2,175,Absent Category 5,7,Stores
252,Reese,Amanda,Reese Amanda,Female,Prince George,Baker,Bakery,Prince George,Stores,34,Adult,2,Level 1,4,Absent Category 1,0,Stores
253,Keating,David,Keating David,Male,Sooke,Baker,Bakery,Victoria,Stores,36,Adult,4,Level 1,66,Absent Category 2,3,Stores
254,McLaren,Francis,McLaren Francis,Male,Vernon,Baker,Bakery,Vernon,Stores,31,Adult,4,Level 1,0,Not Absent,0,Stores
255,Colucci,Evelyn,Colucci Evelyn,Female,Prince George,Baker,Bakery,Prince George,Stores,36,Adult,4,Level 1,45,Absent Category 2,2,Stores
256,Wilson,Beverly,Wilson Beverly,Female,Horsefly,Baker,Bakery,Prince George,Stores,31,Adult,5,Level 1,0,Not Absent,0,Stores
257,Thomas,Ramon,Thomas Ramon,Male,Invermere,Baker,Bakery,Cranbrook,Stores,45,Middle Aged,4,Level 1,91,Absent Category 3,4,Stores
258,Barnard,Georgia,Barnard Georgia,Female,Creston,Baker,Bakery,Cranbrook,Stores,38,Adult,7,Level 2,60,Absent Category 2,3,Stores
259,Perez,Erin,Perez Erin,Female,New Westminster,Baker,Bakery,New Westminster,Stores,38,Adult,5,Level 1,29,Absent Category 1,1,Stores
260,Lindo,Susan,Lindo Susan,Female,Topley,Baker,Bakery,Prince George,Stores,55,Elderly,3,Level 1,113,Absent Category 3,5,Stores
261,Furman,David,Furman David,Male,Aldergrove,Baker,Bakery,Aldergrove,Stores,53,Elderly,5,Level 1,85,Absent Category 3,4,Stores
262,Neill,Kelly,Neill Kelly,Male,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,33,Adult,6,Level 2,21,Absent Category 1,1,Stores
263,Hilyard,Brian,Hilyard Brian,Male,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,29,Young Adult,4,Level 1,0,Not Absent,0,Stores
264,Harder,Gary,Harder Gary,Male,Armstrong,Baker,Bakery,Vernon,Stores,36,Adult,3,Level 1,27,Absent Category 1,1,Stores
265,Goode,Todd,Goode Todd,Male,Field,Baker,Bakery,Cranbrook,Stores,46,Middle Aged,4,Level 1,29,Absent Category 1,1,Stores
266,Dunn,Barbara,Dunn Barbara,Female,New Westminster,Baker,Bakery,New Westminster,Stores,32,Adult,6,Level 2,40,Absent Category 2,2,Stores
267,Leblanc,Louis,Leblanc Louis,Male,Youbou,Baker,Bakery,Victoria,Stores,40,Middle Aged,4,Level 1,50,Absent Category 2,2,Stores
268,Geist,Gregory,Geist Gregory,Male,Fort St John,Baker,Bakery,Fort St John,Stores,45,Middle Aged,5,Level 1,72,Absent Category 2,3,Stores
269,McCann,Hazel,McCann Hazel,Female,Kelowna,Baker,Bakery,Kelowna,Stores,40,Middle Aged,8,Level 2,23,Absent Category 1,1,Stores
270,Logan,James,Logan James,Male,Nanaimo,Baker,Bakery,Nanaimo,Stores,48,Middle Aged,5,Level 1,20,Absent Category 1,1,Stores
271,Salinas,Ernest,Salinas Ernest,Male,Bowen Island,Bakery Manager,Bakery,Vancouver,Stores,22,Young Adult,3,Level 1,0,Not Absent,0,Stores
272,Sherman,Viola,Sherman Viola,Female,Surrey,Baker,Bakery,Surrey,Stores,49,Middle Aged,5,Level 1,76,Absent Category 2,3,Stores
273,Santo,Hubert,Santo Hubert,Male,Sorrento,Baker,Bakery,Kamloops,Stores,38,Adult,4,Level 1,3,Absent Category 1,0,Stores
274,Knotts,James,Knotts James,Male,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,38,Adult,3,Level 1,19,Absent Category 1,1,Stores
275,Gaddy,Tracy,Gaddy Tracy,Male,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,57,Elderly,5,Level 1,123,Absent Category 4,5,Stores
276,Holloway,Louisa,Holloway Louisa,Female,Surrey,Baker,Bakery,Surrey,Stores,34,Adult,6,Level 2,28,Absent Category 1,1,Stores
277,Fralick,Thelma,Fralick Thelma,Female,Victoria,Baker,Bakery,Victoria,Stores,29,Young Adult,3,Level 1,36,Absent Category 1,2,Stores
278,Lamm,Breanna,Lamm Breanna,Female,Victoria,Baker,Bakery,Victoria,Stores,54,Elderly,5,Level 1,74,Absent Category 2,3,Stores
279,Gregor,William,Gregor William,Male,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,56,Elderly,6,Level 2,86,Absent Category 3,4,Stores
280,Galligan,Gloria,Galligan Gloria,Female,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,49,Middle Aged,4,Level 1,74,Absent Category 2,3,Stores
281,Wilson,Frank,Wilson Frank,Male,Victoria,Baker,Bakery,Victoria,Stores,46,Middle Aged,5,Level 1,104,Absent Category 3,4,Stores
282,Tice,Andre,Tice Andre,Male,Victoria,Baker,Bakery,Victoria,Stores,36,Adult,3,Level 1,0,Not Absent,0,Stores
283,Weaver,Phillip,Weaver Phillip,Male,Prince George,Baker,Bakery,Prince George,Stores,40,Middle Aged,5,Level 1,37,Absent Category 1,2,Stores
284,Marshall,Gwendolyn,Marshall Gwendolyn,Female,Merritt,Baker,Bakery,Kamloops,Stores,43,Middle Aged,5,Level 1,38,Absent Category 1,2,Stores
285,Braud,Alfonso,Braud Alfonso,Male,Crawford Bay,Baker,Bakery,Cranbrook,Stores,38,Adult,5,Level 1,29,Absent Category 1,1,Stores
286,Kelleher,Latonya,Kelleher Latonya,Female,Richmond,Baker,Bakery,Richmond,Stores,45,Middle Aged,7,Level 2,75,Absent Category 2,3,Stores
287,Gorski,Henrietta,Gorski Henrietta,Female,Rossland,Baker,Bakery,Trail,Stores,59,Elderly,5,Level 1,146,Absent Category 4,6,Stores
288,Murray,Jennifer,Murray Jennifer,Female,New Westminster,Baker,Bakery,New Westminster,Stores,30,Adult,8,Level 2,47,Absent Category 2,2,Stores
289,Neill,Harry,Neill Harry,Male,Victoria,Baker,Bakery,Victoria,Stores,64,Aged,5,Level 1,199,Absent Category 6,8,Stores
290,Gelinas,Michael,Gelinas Michael,Male,Sidney,Baker,Bakery,Victoria,Stores,37,Adult,4,Level 1,0,Not Absent,0,Stores
291,Hansen,Earl,Hansen Earl,Male,New Westminster,Baker,Bakery,New Westminster,Stores,48,Middle Aged,6,Level 2,77,Absent Category 2,3,Stores
292,Russo,Lisa,Russo Lisa,Female,Kamloops,Baker,Bakery,Kamloops,Stores,12,Young Adult,5,Level 1,0,Not Absent,0,Stores
293,Higginbotham,John,Higginbotham John,Male,Castlegar,Baker,Bakery,Trail,Stores,31,Adult,7,Level 2,0,Not Absent,0,Stores
294,Hollen,Joseph,Hollen Joseph,Male,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,48,Middle Aged,7,Level 2,101,Absent Category 3,4,Stores
295,Utter,Charles,Utter Charles,Male,Williams Lake,Baker,Bakery,Williams Lake,Stores,46,Middle Aged,4,Level 1,103,Absent Category 3,4,Stores
296,Crafton,Nancy,Crafton Nancy,Female,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,36,Adult,3,Level 1,96,Absent Category 3,4,Stores
297,Curtis,Freida,Curtis Freida,Female,New Westminster,Baker,Bakery,New Westminster,Stores,53,Elderly,3,Level 1,140,Absent Category 4,6,Stores
298,Ashley,Bernice,Ashley Bernice,Female,Kelowna,Baker,Bakery,Kelowna,Stores,48,Middle Aged,4,Level 1,69,Absent Category 2,3,Stores
299,Neal,Amanda,Neal Amanda,Female,Pender Harbour,Baker,Bakery,Victoria,Stores,28,Young Adult,4,Level 1,0,Not Absent,0,Stores
300,Courtois,Dennis,Courtois Dennis,Male,Victoria,Baker,Bakery,Victoria,Stores,47,Middle Aged,5,Level 1,44,Absent Category 2,2,Stores
301,Mobley,Willie,Mobley Willie,Male,Quesnel,Baker,Bakery,Quesnel,Stores,41,Middle Aged,4,Level 1,0,Not Absent,0,Stores
302,Noriega,Mary,Noriega Mary,Female,Spences Bridge,Baker,Bakery,Kamloops,Stores,43,Middle Aged,3,Level 1,69,Absent Category 2,3,Stores
303,Moore,William,Moore William,Male,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,50,Elderly,26,Level 6,57,Absent Category 2,2,HeadOffice
304,Barrientez,Xavier,Barrientez Xavier,Male,New Westminster,Baker,Bakery,New Westminster,Stores,39,Adult,5,Level 1,0,Not Absent,0,Stores
305,Ingram,Kenneth,Ingram Kenneth,Male,West Vancouver,Cashier,Customer Service,West Vancouver,Stores,56,Elderly,6,Level 2,83,Absent Category 3,3,Stores
306,Ober,Steven,Ober Steven,Male,Richmond,Baker,Bakery,Richmond,Stores,31,Adult,4,Level 1,0,Not Absent,0,Stores
307,Hull,Craig,Hull Craig,Male,New Westminster,Baker,Bakery,New Westminster,Stores,46,Middle Aged,6,Level 2,35,Absent Category 1,1,Stores
308,Davis,Lori,Davis Lori,Female,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,53,Elderly,5,Level 1,60,Absent Category 2,3,HeadOffice
309,Sands,Diane,Sands Diane,Female,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,56,Elderly,16,Level 4,0,Not Absent,0,HeadOffice
310,Watts,Ismael,Watts Ismael,Male,Aldergrove,Baker,Bakery,Aldergrove,Stores,46,Middle Aged,4,Level 1,66,Absent Category 2,3,Stores
311,Lynch,Raymond,Lynch Raymond,Male,Langley,Baker,Bakery,Langley,Stores,47,Middle Aged,6,Level 2,86,Absent Category 3,4,Stores
312,Gerard,Kenneth,Gerard Kenneth,Male,Willow Point,Baker,Bakery,Trail,Stores,46,Middle Aged,4,Level 1,76,Absent Category 2,3,Stores
313,Daniel,Jennifer,Daniel Jennifer,Female,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,55,Elderly,32,Level 6,114,Absent Category 3,5,HeadOffice
314,Guzman,Sharon,Guzman Sharon,Female,Langley,Baker,Bakery,Langley,Stores,39,Adult,2,Level 1,41,Absent Category 2,2,Stores
315,Carbaugh,Monica,Carbaugh Monica,Female,Abbotsford,Baker,Bakery,Abbotsford,Stores,64,Aged,2,Level 1,207,Absent Category 6,9,Stores
316,Espinoza,Steven,Espinoza Steven,Male,Penticton,Baker,Bakery,Kelowna,Stores,46,Middle Aged,4,Level 1,36,Absent Category 1,2,Stores
317,Mills,Tiffany,Mills Tiffany,Female,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,53,Elderly,10,Level 2,42,Absent Category 2,2,HeadOffice
318,Chamness,Richard,Chamness Richard,Male,New Westminster,Baker,Bakery,New Westminster,Stores,46,Middle Aged,4,Level 1,108,Absent Category 3,5,Stores
319,Bricker,Jacqueline,Bricker Jacqueline,Female,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,38,Adult,4,Level 1,71,Absent Category 2,3,Stores
320,Yokoyama,Jorge,Yokoyama Jorge,Male,Kelowna,Baker,Bakery,Kelowna,Stores,61,Aged,2,Level 1,181,Absent Category 5,8,Stores
321,Jackson,Justin,Jackson Justin,Male,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,50,Elderly,22,Level 5,21,Absent Category 1,1,HeadOffice
322,Gomez,Irene,Gomez Irene,Female,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,39,Adult,13,Level 3,0,Not Absent,0,HeadOffice
323,Cromer,Arthur,Cromer Arthur,Male,Nelson,Baker,Bakery,Nelson,Stores,27,Young Adult,3,Level 1,0,Not Absent,0,Stores
324,Davis,Michael,Davis Michael,Male,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,50,Elderly,32,Level 6,0,Not Absent,0,HeadOffice
325,Snowden,Linda,Snowden Linda,Female,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,55,Elderly,18,Level 4,72,Absent Category 2,3,HeadOffice
326,Helton,Mary,Helton Mary,Female,Surrey,Baker,Bakery,Surrey,Stores,49,Middle Aged,3,Level 1,91,Absent Category 3,4,Stores
327,Shockley,Franklin,Shockley Franklin,Male,North Vancouver,Baker,Bakery,North Vancouver,Stores,38,Adult,6,Level 2,14,Absent Category 1,1,Stores
328,Johnstone,Armand,Johnstone Armand,Male,Richmond,Baker,Bakery,Richmond,Stores,38,Adult,8,Level 2,43,Absent Category 2,2,Stores
